ts,y
2025-08-19 20:00:00,0.8552
2025-08-19 21:00:00,0.8769
2025-08-19 22:00:00,0.8404
2025-08-19 23:00:00,0.7498
2025-08-20 00:00:00,0.7806
2025-08-20 01:00:00,0.8832
2025-08-20 02:00:00,0.8038
2025-08-20 03:00:00,0.813
2025-08-20 04:00:00,0.8684
2025-08-20 05:00:00,0.793
2025-08-20 06:00:00,0.8182
2025-08-20 07:00:00,0.976
2025-08-20 08:00:00,1.0068
2025-08-20 09:00:00,1.0095
2025-08-20 10:00:00,1.2272
2025-08-20 11:00:00,1.3317
2025-08-20 12:00:00,1.3909
2025-08-20 13:00:00,1.3961
2025-08-20 14:00:00,1.3835
2025-08-20 15:00:00,1.3449
2025-08-20 16:00:00,1.3018
2025-08-20 17:00:00,1.1261
2025-08-20 18:00:00,1.1588
2025-08-20 19:00:00,1.1117
2025-08-20 20:00:00,0.9285
2025-08-20 21:00:00,0.8548
2025-08-20 22:00:00,0.8948
2025-08-20 23:00:00,0.7584
2025-08-21 00:00:00,0.9319
2025-08-21 01:00:00,0.7967
2025-08-21 02:00:00,0.7782
2025-08-21 03:00:00,0.8168
2025-08-21 04:00:00,0.7428
2025-08-21 05:00:00,0.7659
2025-08-21 06:00:00,0.7919
2025-08-21 07:00:00,0.793
2025-08-21 08:00:00,0.8735
2025-08-21 09:00:00,1.0598
2025-08-21 10:00:00,1.173
2025-08-21 11:00:00,1.176
2025-08-21 12:00:00,1.3146
2025-08-21 13:00:00,1.3578
2025-08-21 14:00:00,1.3915
2025-08-21 15:00:00,1.4493
2025-08-21 16:00:00,1.2755
2025-08-21 17:00:00,1.1303
2025-08-21 18:00:00,1.1817
2025-08-21 19:00:00,0.9115
2025-08-21 20:00:00,0.9103
2025-08-21 21:00:00,0.954
2025-08-21 22:00:00,0.8765
2025-08-21 23:00:00,0.8046
2025-08-22 00:00:00,0.8131
2025-08-22 01:00:00,0.8607
2025-08-22 02:00:00,0.8279
2025-08-22 03:00:00,0.8767
2025-08-22 04:00:00,0.8
2025-08-22 05:00:00,0.7644
2025-08-22 06:00:00,0.7443
2025-08-22 07:00:00,0.831
2025-08-22 08:00:00,0.8661
2025-08-22 09:00:00,1.0159
2025-08-22 10:00:00,1.178
2025-08-22 11:00:00,1.3806
2025-08-22 12:00:00,1.4295
2025-08-22 13:00:00,2.0238
2025-08-22 14:00:00,2.0706
2025-08-22 15:00:00,1.4941
2025-08-22 16:00:00,1.4075
2025-08-22 17:00:00,1.2058
2025-08-22 18:00:00,1.3169
2025-08-22 19:00:00,1.0095
2025-08-22 20:00:00,0.9589
2025-08-22 21:00:00,0.9423
2025-08-22 22:00:00,0.8772
2025-08-22 23:00:00,0.7453
2025-08-23 00:00:00,0.8203
2025-08-23 01:00:00,0.827
2025-08-23 02:00:00,0.845
2025-08-23 03:00:00,0.8128
2025-08-23 04:00:00,0.8452
2025-08-23 05:00:00,0.7639
2025-08-23 06:00:00,0.8031
2025-08-23 07:00:00,0.8211
2025-08-23 08:00:00,0.9378
2025-08-23 09:00:00,1.0828
2025-08-23 10:00:00,1.2804
2025-08-23 11:00:00,1.3476
2025-08-23 12:00:00,1.4481
2025-08-23 13:00:00,1.5363
2025-08-23 14:00:00,1.6479
2025-08-23 15:00:00,1.605
2025-08-23 16:00:00,1.4941
2025-08-23 17:00:00,1.3092
2025-08-23 18:00:00,1.3283
2025-08-23 19:00:00,1.1468
2025-08-23 20:00:00,1.0637
2025-08-23 21:00:00,1.0872
2025-08-23 22:00:00,1.0683
2025-08-23 23:00:00,0.9527
2025-08-24 00:00:00,0.8674
2025-08-24 01:00:00,0.8864
2025-08-24 02:00:00,0.8676
2025-08-24 03:00:00,0.8388
2025-08-24 04:00:00,0.7601
2025-08-24 05:00:00,0.7695
2025-08-24 06:00:00,0.8441
2025-08-24 07:00:00,0.816
2025-08-24 08:00:00,0.9014
2025-08-24 09:00:00,1.0386
2025-08-24 10:00:00,1.2167
2025-08-24 11:00:00,1.4068
2025-08-24 12:00:00,1.5076
2025-08-24 13:00:00,1.8056
2025-08-24 14:00:00,1.6941
2025-08-24 15:00:00,1.7306
2025-08-24 16:00:00,1.6416
2025-08-24 17:00:00,1.4041
2025-08-24 18:00:00,1.3489
2025-08-24 19:00:00,1.1618
2025-08-24 20:00:00,1.0339
2025-08-24 21:00:00,1.0481
2025-08-24 22:00:00,1.0314
2025-08-24 23:00:00,0.9283
2025-08-25 00:00:00,0.8195
2025-08-25 01:00:00,0.7471
2025-08-25 02:00:00,0.7336
2025-08-25 03:00:00,0.7267
2025-08-25 04:00:00,0.7273
2025-08-25 05:00:00,0.6889
2025-08-25 06:00:00,0.6425
2025-08-25 07:00:00,0.6354
2025-08-25 08:00:00,0.7761
2025-08-25 09:00:00,0.9218
2025-08-25 10:00:00,1.0613
2025-08-25 11:00:00,1.2383
2025-08-25 12:00:00,1.39
2025-08-25 13:00:00,1.5358
2025-08-25 14:00:00,1.5715
2025-08-25 15:00:00,1.6026
2025-08-25 16:00:00,1.5184
2025-08-25 17:00:00,1.2447
2025-08-25 18:00:00,1.2797
2025-08-25 19:00:00,1.1363
2025-08-25 20:00:00,1.0746
2025-08-25 21:00:00,0.9283
2025-08-25 22:00:00,0.9992
2025-08-25 23:00:00,0.846
2025-08-26 00:00:00,0.8602
2025-08-26 01:00:00,0.7546
2025-08-26 02:00:00,0.7229
2025-08-26 03:00:00,0.6951
2025-08-26 04:00:00,0.6123
2025-08-26 05:00:00,0.5471
2025-08-26 06:00:00,0.6189
2025-08-26 07:00:00,0.6292
2025-08-26 08:00:00,0.7575
2025-08-26 09:00:00,1.0392
2025-08-26 10:00:00,1.1453
2025-08-26 11:00:00,1.2298
2025-08-26 12:00:00,1.5188
2025-08-26 13:00:00,1.5843
2025-08-26 14:00:00,1.6982
2025-08-26 15:00:00,1.5449
2025-08-26 16:00:00,1.3989
2025-08-26 17:00:00,1.2611
2025-08-26 18:00:00,1.2727
2025-08-26 19:00:00,1.1454
2025-08-26 20:00:00,0.9736
2025-08-26 21:00:00,1.0035
2025-08-26 22:00:00,1.0017
2025-08-26 23:00:00,0.8107
2025-08-27 00:00:00,0.8508
2025-08-27 01:00:00,0.7969
2025-08-27 02:00:00,0.7318
2025-08-27 03:00:00,0.7044
2025-08-27 04:00:00,0.6636
2025-08-27 05:00:00,0.639
2025-08-27 06:00:00,0.6883
2025-08-27 07:00:00,0.6196
2025-08-27 08:00:00,0.7679
2025-08-27 09:00:00,0.926
2025-08-27 10:00:00,1.0811
2025-08-27 11:00:00,1.3129
2025-08-27 12:00:00,1.4834
2025-08-27 13:00:00,1.6399
2025-08-27 14:00:00,1.6094
2025-08-27 15:00:00,1.5839
2025-08-27 16:00:00,1.5097
2025-08-27 17:00:00,1.2856
2025-08-27 18:00:00,1.3543
2025-08-27 19:00:00,1.1085
2025-08-27 20:00:00,1.0915
2025-08-27 21:00:00,1.091
2025-08-27 22:00:00,1.0641
2025-08-27 23:00:00,1.0104
2025-08-28 00:00:00,0.9106
2025-08-28 01:00:00,0.8806
2025-08-28 02:00:00,0.8047
2025-08-28 03:00:00,0.7674
2025-08-28 04:00:00,0.7388
2025-08-28 05:00:00,0.6957
2025-08-28 06:00:00,0.6824
2025-08-28 07:00:00,0.6802
2025-08-28 08:00:00,0.7536
2025-08-28 09:00:00,0.9418
2025-08-28 10:00:00,1.0472
2025-08-28 11:00:00,1.2435
2025-08-28 12:00:00,1.512
2025-08-28 13:00:00,1.6359
2025-08-28 14:00:00,1.8208
2025-08-28 15:00:00,1.6669
2025-08-28 16:00:00,1.4678
2025-08-28 17:00:00,1.2916
2025-08-28 18:00:00,1.4974
2025-08-28 19:00:00,1.1717
2025-08-28 20:00:00,1.0764
2025-08-28 21:00:00,1.0387
2025-08-28 22:00:00,1.0289
2025-08-28 23:00:00,0.9018
2025-08-29 00:00:00,0.9703
2025-08-29 01:00:00,0.9263
2025-08-29 02:00:00,0.8433
2025-08-29 03:00:00,0.7614
2025-08-29 04:00:00,0.7468
2025-08-29 05:00:00,0.6819
2025-08-29 06:00:00,0.6651
2025-08-29 07:00:00,0.7201
2025-08-29 08:00:00,0.8971
2025-08-29 09:00:00,0.9147
2025-08-29 10:00:00,1.1011
2025-08-29 11:00:00,1.3522
2025-08-29 12:00:00,1.5945
2025-08-29 13:00:00,1.6712
2025-08-29 14:00:00,1.7423
2025-08-29 15:00:00,1.7347
2025-08-29 16:00:00,1.6908
2025-08-29 17:00:00,1.4008
2025-08-29 18:00:00,1.2158
2025-08-29 19:00:00,1.0559
2025-08-29 20:00:00,0.9819
2025-08-29 21:00:00,1.0641
2025-08-29 22:00:00,1.0754
2025-08-29 23:00:00,0.8818
2025-08-30 00:00:00,0.9323
2025-08-30 01:00:00,0.8337
2025-08-30 02:00:00,0.7791
2025-08-30 03:00:00,0.8059
2025-08-30 04:00:00,0.7149
2025-08-30 05:00:00,0.7089
2025-08-30 06:00:00,0.6928
2025-08-30 07:00:00,0.9774
2025-08-30 08:00:00,0.8337
2025-08-30 09:00:00,1.0222
2025-08-30 10:00:00,1.2004
2025-08-30 11:00:00,1.4897
2025-08-30 12:00:00,1.6836
2025-08-30 13:00:00,1.9007
2025-08-30 14:00:00,1.8472
2025-08-30 15:00:00,1.8473
2025-08-30 16:00:00,1.7124
2025-08-30 17:00:00,1.6151
2025-08-30 18:00:00,1.4417
2025-08-30 19:00:00,1.2235
2025-08-30 20:00:00,1.1113
2025-08-30 21:00:00,1.0905
2025-08-30 22:00:00,1.1065
2025-08-30 23:00:00,0.9995
2025-08-31 00:00:00,1.0224
2025-08-31 01:00:00,0.9374
2025-08-31 02:00:00,0.8914
2025-08-31 03:00:00,0.8791
2025-08-31 04:00:00,0.7613
2025-08-31 05:00:00,0.7373
2025-08-31 06:00:00,0.7533
2025-08-31 07:00:00,0.7841
2025-08-31 08:00:00,0.8611
2025-08-31 09:00:00,1.1
2025-08-31 10:00:00,1.2158
2025-08-31 11:00:00,1.4959
2025-08-31 12:00:00,1.6164
2025-08-31 13:00:00,1.7487
2025-08-31 14:00:00,1.7889
2025-08-31 15:00:00,1.731
2025-08-31 16:00:00,1.6778
2025-08-31 17:00:00,1.5886
2025-08-31 18:00:00,1.3335
2025-08-31 19:00:00,1.1654
2025-08-31 20:00:00,1.039
2025-08-31 21:00:00,1.0591
2025-08-31 22:00:00,1.0739
2025-08-31 23:00:00,0.9657
2025-09-01 00:00:00,0.8967
2025-09-01 01:00:00,0.8679
2025-09-01 02:00:00,0.8325
2025-09-01 03:00:00,0.7562
2025-09-01 04:00:00,0.6863
2025-09-01 05:00:00,0.6765
2025-09-01 06:00:00,0.6505
2025-09-01 07:00:00,0.7017
2025-09-01 08:00:00,0.8689
2025-09-01 09:00:00,0.8865
2025-09-01 10:00:00,1.0716
2025-09-01 11:00:00,1.363
2025-09-01 12:00:00,1.4779
2025-09-01 13:00:00,1.6597
2025-09-01 14:00:00,1.7382
2025-09-01 15:00:00,1.6603
2025-09-01 16:00:00,1.5602
2025-09-01 17:00:00,1.3262
2025-09-01 18:00:00,1.2873
2025-09-01 19:00:00,1.1056
2025-09-01 20:00:00,1.0113
2025-09-01 21:00:00,1.0131
2025-09-01 22:00:00,1.0443
2025-09-01 23:00:00,0.8639
2025-09-02 00:00:00,0.827
2025-09-02 01:00:00,0.8473
2025-09-02 02:00:00,0.8927
2025-09-02 03:00:00,0.733
2025-09-02 04:00:00,0.7202
2025-09-02 05:00:00,0.5866
2025-09-02 06:00:00,0.6156
2025-09-02 07:00:00,0.7358
2025-09-02 08:00:00,0.7981
2025-09-02 09:00:00,1.0198
2025-09-02 10:00:00,1.1586
2025-09-02 11:00:00,1.3005
2025-09-02 12:00:00,1.4871
2025-09-02 13:00:00,1.5813
2025-09-02 14:00:00,1.6729
2025-09-02 15:00:00,2.0871
2025-09-02 16:00:00,2.3762
2025-09-02 17:00:00,1.7259
2025-09-02 18:00:00,1.3563
2025-09-02 19:00:00,1.1091
2025-09-02 20:00:00,1.3193
2025-09-02 21:00:00,0.9458
2025-09-02 22:00:00,0.9687
2025-09-02 23:00:00,0.8523
2025-09-03 00:00:00,0.8156
2025-09-03 01:00:00,0.791
2025-09-03 02:00:00,0.731
2025-09-03 03:00:00,0.7044
2025-09-03 04:00:00,0.6402
2025-09-03 05:00:00,0.6376
2025-09-03 06:00:00,0.6528
2025-09-03 07:00:00,0.7459
2025-09-03 08:00:00,0.8573
2025-09-03 09:00:00,0.9333
2025-09-03 10:00:00,1.1711
2025-09-03 11:00:00,1.278
2025-09-03 12:00:00,1.4911
2025-09-03 13:00:00,1.599
2025-09-03 14:00:00,1.6419
2025-09-03 15:00:00,1.5674
2025-09-03 16:00:00,1.4181
2025-09-03 17:00:00,1.2386
2025-09-03 18:00:00,1.2603
2025-09-03 19:00:00,1.0919
2025-09-03 20:00:00,1.0238
2025-09-03 21:00:00,0.9746
2025-09-03 22:00:00,0.9924
2025-09-03 23:00:00,0.8955
2025-09-04 00:00:00,0.8497
2025-09-04 01:00:00,0.7952
2025-09-04 02:00:00,0.7988
2025-09-04 03:00:00,0.6995
2025-09-04 04:00:00,0.7031
2025-09-04 05:00:00,0.6301
2025-09-04 06:00:00,0.6328
2025-09-04 07:00:00,0.6893
2025-09-04 08:00:00,0.8518
2025-09-04 09:00:00,0.9352
2025-09-04 10:00:00,1.0847
2025-09-04 11:00:00,1.2785
2025-09-04 12:00:00,1.4485
2025-09-04 13:00:00,1.6133
2025-09-04 14:00:00,1.6238
2025-09-04 15:00:00,1.611
2025-09-04 16:00:00,1.431
2025-09-04 17:00:00,1.2952
2025-09-04 18:00:00,1.3084
2025-09-04 19:00:00,1.1177
2025-09-04 20:00:00,1.0785
2025-09-04 21:00:00,0.9724
2025-09-04 22:00:00,0.9777
2025-09-04 23:00:00,0.8937
2025-09-05 00:00:00,0.8253
2025-09-05 01:00:00,0.7869
2025-09-05 02:00:00,0.781
2025-09-05 03:00:00,0.8379
2025-09-05 04:00:00,0.76
2025-09-05 05:00:00,0.8372
2025-09-05 06:00:00,0.6715
2025-09-05 07:00:00,0.9674
2025-09-05 08:00:00,0.7998
2025-09-05 09:00:00,0.9487
2025-09-05 10:00:00,1.0823
2025-09-05 11:00:00,1.2505
2025-09-05 12:00:00,1.4301
2025-09-05 13:00:00,1.5523
2025-09-05 14:00:00,1.6566
2025-09-05 15:00:00,1.5641
2025-09-05 16:00:00,1.3674
2025-09-05 17:00:00,1.2831
2025-09-05 18:00:00,1.2858
2025-09-05 19:00:00,1.0063
2025-09-05 20:00:00,0.9117
2025-09-05 21:00:00,0.8952
2025-09-05 22:00:00,0.9432
2025-09-05 23:00:00,0.7689
2025-09-06 00:00:00,0.8838
2025-09-06 01:00:00,0.8065
2025-09-06 02:00:00,0.782
2025-09-06 03:00:00,0.7567
2025-09-06 04:00:00,0.7734
2025-09-06 05:00:00,0.6988
2025-09-06 06:00:00,0.755
2025-09-06 07:00:00,0.7926
2025-09-06 08:00:00,0.8963
2025-09-06 09:00:00,1.0485
2025-09-06 10:00:00,1.2281
2025-09-06 11:00:00,1.398
2025-09-06 12:00:00,1.6217
2025-09-06 13:00:00,1.6799
2025-09-06 14:00:00,1.7655
2025-09-06 15:00:00,1.7051
2025-09-06 16:00:00,1.6863
2025-09-06 17:00:00,1.4095
2025-09-06 18:00:00,1.3076
2025-09-06 19:00:00,1.1582
2025-09-06 20:00:00,1.109
2025-09-06 21:00:00,1.0201
2025-09-06 22:00:00,0.9879
2025-09-06 23:00:00,0.8789
2025-09-07 00:00:00,0.8238
2025-09-07 01:00:00,0.7811
2025-09-07 02:00:00,0.775
2025-09-07 03:00:00,0.7342
2025-09-07 04:00:00,0.6678
2025-09-07 05:00:00,0.6864
2025-09-07 06:00:00,0.6992
2025-09-07 07:00:00,0.6985
2025-09-07 08:00:00,0.8399
2025-09-07 09:00:00,1.013
2025-09-07 10:00:00,1.1671
2025-09-07 11:00:00,1.3404
2025-09-07 12:00:00,1.4992
2025-09-07 13:00:00,1.575
2025-09-07 14:00:00,1.5998
2025-09-07 15:00:00,1.5947
2025-09-07 16:00:00,1.4778
2025-09-07 17:00:00,1.2822
2025-09-07 18:00:00,1.3037
2025-09-07 19:00:00,1.1767
2025-09-07 20:00:00,1.0219
2025-09-07 21:00:00,0.9183
2025-09-07 22:00:00,0.9947
2025-09-07 23:00:00,0.8888
2025-09-08 00:00:00,0.7061
2025-09-08 01:00:00,0.7049
2025-09-08 02:00:00,0.7374
2025-09-08 03:00:00,0.6913
2025-09-08 04:00:00,0.7126
2025-09-08 05:00:00,0.6126
2025-09-08 06:00:00,0.6984
2025-09-08 07:00:00,0.6883
2025-09-08 08:00:00,0.8586
2025-09-08 09:00:00,0.8777
2025-09-08 10:00:00,1.0621
2025-09-08 11:00:00,1.2774
2025-09-08 12:00:00,1.3104
2025-09-08 13:00:00,1.4107
2025-09-08 14:00:00,1.469
2025-09-08 15:00:00,1.5045
2025-09-08 16:00:00,1.3588
2025-09-08 17:00:00,1.235
2025-09-08 18:00:00,1.2032
2025-09-08 19:00:00,1.0442
2025-09-08 20:00:00,0.8194
2025-09-08 21:00:00,0.9368
2025-09-08 22:00:00,0.9026
2025-09-08 23:00:00,0.7402
2025-09-09 00:00:00,0.7341
2025-09-09 01:00:00,0.7544
2025-09-09 02:00:00,0.7337
2025-09-09 03:00:00,0.7561
2025-09-09 04:00:00,0.717
2025-09-09 05:00:00,0.6973
2025-09-09 06:00:00,0.7273
2025-09-09 07:00:00,0.7752
2025-09-09 08:00:00,0.8657
2025-09-09 09:00:00,0.9192
2025-09-09 10:00:00,1.1465
2025-09-09 11:00:00,1.2784
2025-09-09 12:00:00,1.4136
2025-09-09 13:00:00,1.4173
2025-09-09 14:00:00,1.4787
2025-09-09 15:00:00,1.4274
2025-09-09 16:00:00,1.3396
2025-09-09 17:00:00,1.2505
2025-09-09 18:00:00,1.3459
2025-09-09 19:00:00,1.1555
2025-09-09 20:00:00,0.9655
2025-09-09 21:00:00,0.8935
2025-09-09 22:00:00,0.8767
2025-09-09 23:00:00,0.7472
2025-09-10 00:00:00,0.7476
2025-09-10 01:00:00,0.7491
2025-09-10 02:00:00,0.8361
2025-09-10 03:00:00,0.7919
2025-09-10 04:00:00,0.7637
2025-09-10 05:00:00,0.7699
2025-09-10 06:00:00,0.7844
2025-09-10 07:00:00,0.8992
2025-09-10 08:00:00,0.9223
2025-09-10 09:00:00,0.9974
2025-09-10 10:00:00,1.1424
2025-09-10 11:00:00,1.2113
2025-09-10 12:00:00,1.323
2025-09-10 13:00:00,1.3954
